artists,duration_ms,explicit,id,key,modified_query,name,num_weeks,popularity,release_date,search_query,uri
,200480.0,False,,Daddy Yankee,,Dura,21,,2018-01-18,daddy yankee dura,spotify:track:6KuqAtoeVzxAYOaMveLNpH
,192000.0,False,,Dan + Shay,,How Not To,14,,2016-06-03,dan + shay how not to,spotify:track:4n0xztUAbHPUV8G3NQvF30
,195986.0,False,,Dan + Shay,,Tequila,17,,2018-01-10,dan + shay tequila,spotify:track:7Il2yWQmsqKgSkLQvHTPUI
,278179.0,False,,"Daniel Caesar, Kali Uchis",,Get You (feat. Kali Uchis),6,,2017-08-25,daniel caesar get you,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ
,197053.0,False,,Darius Rucker,,For The First Time,10,,2017-10-20,darius rucker for the first time,spotify:track:0LG2cFomCi8Fb664Lvr3Nu
,212320.0,False,,Darius Rucker,,If I Told You,11,,2017-10-20,darius rucker if i told you,spotify:track:4Az17HfqonKSWNsaLgTBeK
,194906.0,False,,"David Guetta, Justin Bieber",,2U,11,,2017-06-09,david guetta 2u,spotify:track:762UXiwEHYY97VL45sAUPR
,229573.0,False,,"David Lee Murphy, Kenny Chesney",,Everything's Gonna Be Alright,11,,2018-04-06,david lee murphy everything's gonna be alright,spotify:track:2NEBP8SXEqwZt2PRdPXXuy
,169853.0,False,,DeJ Loaf,,No Fear,1,,2017-06-16,dej loaf no fear,spotify:track:2H881m3JRA8lpuuwaQL6zy
,197893.0,False,,Demi Lovato,,Sober,1,,2018-06-21,demi lovato sober,spotify:track:0STK94RxUulYqWzwFlyAb5
,203760.0,True,,Demi Lovato,,Sorry Not Sorry,35,,2017-09-29,demi lovato sorry not sorry,spotify:track:7gvd8xj4QgPqbQSsn5pV7d
,203760.0,True,,Demi Lovato,,Sorry Not Sorry,19,,2017-09-29,demi lovato tell me you love me,spotify:track:7gvd8xj4QgPqbQSsn5pV7d
,236032.0,True,,Derez De’Shon,,Hardaway,11,,2017-12-08,derez de'shon hardaway,spotify:track:4hxfqUojJ5u9SyAjiXevmy
,249482.0,False,,Vox Freaks,,It's Goin' Down (Originally Performed by Descendants 2 Cast) [Instrumental Version],4,,2017-07-31,descendants 2 cast it's goin' down,spotify:track:56V4lnkkgjEGkl7rS0R6Jk
,224626.0,False,,Devin Dawson,,All on Me,20,,2018-01-19,devin dawson all on me,spotify:track:2mfahQ0EaaZWq4cFNg6A1o
,197120.0,False,,Dierks Bentley,,Somewhere On A Beach,17,,2016-06-10,dierks bentley black,spotify:track:5CG9Ps5ynNjpKJHmwc95pa
,179826.0,False,,Dierks Bentley,,"Woman, Amen",12,,2018-06-08,"dierks bentley woman, amen",spotify:track:3nBXOlFTADNvG9nkqy2O2W
,181720.0,True,,"Diplo, French Montana, Lil Pump, Zhavia Ward",,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",4,,2018-05-15,"diplo, french montana welcome to the party",spotify:track:5mqzhMuUpvnMfwNz6iepmO
,186293.0,False,,"Drake, Sampha",,4422,2,,2017-03-18,drake 4422,spotify:track:2fkeWbM6iqTw7oGHTYm2lw
,195720.0,True,,Drake,,8 Out Of 10,1,,2018-06-29,drake 8 out of 10,spotify:track:0zqy3ss4CwD6u4QPksS0nI
,289560.0,True,,"Drake, Static Major, Ty Dolla $ign",,After Dark (feat. Static Major & Ty Dolla $ign),1,,2018-06-29,drake after dark,spotify:track:3mvYQKm8h6M5K5h0nVPY9S
,216557.0,False,,Drake,,Blem,4,,2017-03-18,drake blem,spotify:track:2XlHu0HcujBCkWMdIAvrqt
,162800.0,True,,Drake,,Blue Tint,1,,2018-06-29,drake blue tint,spotify:track:4n1bdaKwynQndm47x5HqWX
,228437.0,True,,Drake,,Can't Have Everything,2,,2017-03-18,drake can't have everything,spotify:track:5f5r2N4Lp9WoULWPH9zp2W
,163974.0,True,,Drake,,Can’t Take A Joke,1,,2018-06-29,drake can't take a joke,spotify:track:1dUHF4RyMmMTveJ0Rby6Xm
,255866.0,True,,Drake,,Diplomatic Immunity,3,,2018-01-20,drake diplomatic immunity,spotify:track:4haJoBPbPj9QFKNpp9e8kx
,283550.0,True,,Drake,,Do Not Disturb,2,,2017-03-18,drake do not disturb,spotify:track:2KvHC9z14GSl4YpkNMX384
,245786.0,False,,"Drake, Michael Jackson",,Don’t Matter To Me (with Michael Jackson),1,,2018-06-29,drake don't matter to me,spotify:track:6G8kHiVZ1jW7vHMPVRNZU0
,184960.0,True,,Drake,,Elevate,1,,2018-06-29,drake elevate,spotify:track:3szf2z1Cy1QMrtHrbn8rz9
,302173.0,True,,Drake,,Emotionless,1,,2018-06-29,drake emotionless,spotify:track:5Psnhdkyanjpgc2P8A5TSM
,210937.0,True,,Drake,,Fake Love,11,,2017-03-18,drake fake love,spotify:track:343YBumqHu19cGoGARUTsd
,219960.0,True,,Drake,,Final Fantasy,1,,2018-06-29,drake final fantasy,spotify:track:44Du2IM1bGY7dicmLfXbUs
,182080.0,False,,Drake,,Finesse,1,,2018-06-29,drake finesse,spotify:track:2WP8G2pdddDmnh1xbfKBOI
,218673.0,True,,Drake,,Free Smoke,4,,2017-03-18,drake free smoke,spotify:track:05KOgYg8PGeJyyWBPi5ja8
,250337.0,True,,"Drake, Black Coffee, Jorja Smith",,Get It Together,2,,2017-03-18,drake get it together,spotify:track:7y6c07pgjZvtHI9kuMVqk1
,206119.0,True,,"Drake, Kanye West",,Glow,2,,2017-03-18,drake glow,spotify:track:28irpKCCK9nn9DZSik2zEx
,198973.0,True,,Drake,,God's Plan,24,,2018-06-29,drake god's plan,spotify:track:6DCZcSspjsKoFjzjrWoCdn
,189229.0,True,,Drake,,Gyalchester,11,,2017-03-18,drake gyalchester,spotify:track:6UjfByV1lDLW0SOVQA4NAi
,214466.0,True,,Drake,,I'm Upset,6,,2018-06-29,drake i'm upset,spotify:track:3qN5qMTKyEEmiTZD38BNTT
,250770.0,True,,"Drake, Young Thug",,Ice Melts,2,,2017-03-18,drake ice melts,spotify:track:7bJ4mu7MHa3rHiNyKjOoSl
,217925.0,True,,Drake,,In My Feelings,1,,2018-06-29,drake in my feelings,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
,226906.0,True,,Drake,,Is There More,1,,2018-06-29,drake is there more,spotify:track:1Tnw0ItH1Macok8gblnPPd
,262453.0,True,,Drake,,Jaded,1,,2018-06-29,drake jaded,spotify:track:4c2xt1trwYZpMqPWY35Xi9
,107673.0,True,,Drake,,Jorja Interlude,2,,2017-03-18,drake jorja interlude,spotify:track:13e6f8t7RKXuxZ0JdaaJRG
,162637.0,True,,"Drake, Giggs",,KMT,2,,2017-03-18,drake kmt,spotify:track:2jTujnt0y344ai1rNOywgr
,305373.0,True,,Drake,,Lose You,1,,2017-03-18,drake lose you,spotify:track:2Na0z2gfN67Rzf0vp74Wi3
,205162.0,False,,Drake,,Madiba Riddim,2,,2017-03-18,drake madiba riddim,spotify:track:76gUmNLXGQVOsGhfcshkFP
,309560.0,True,,Drake,,March 14,1,,2018-06-29,drake march 14,spotify:track:09lmraDvzBT3pUQ2rUtJzK
,205146.0,True,,Drake,,Mob Ties,1,,2018-06-29,drake mob ties,spotify:track:7rC5Pl8rQSX4myONQHYPBK
,210746.0,True,,Drake,,Nice For What,13,,2018-06-29,drake nice for what,spotify:track:3CA9pLiwRIGtUBiMjbZmRw
,149568.0,True,,"Drake, Giggs",,No Long Talk,2,,2017-03-18,drake no long talk,spotify:track:6CfrYuD3YRDYdYvH9jNtXY
,238614.0,True,,Drake,,Nonstop,1,,2018-06-29,drake nonstop,spotify:track:0TlLq3lA83rQOYtrqBqSct
,153724.0,False,,Drake,,Nothings Into Somethings,2,,2017-03-18,drake nothings into somethings,spotify:track:6MbH1QiphMCPTqVEVC7UYi
,298940.0,True,,Drake,,Passionfruit,20,,2017-03-18,drake passionfruit,spotify:track:5mCPDVBb16L4XQwDdbRUpz
,206026.0,True,,Drake,,Peak,1,,2018-06-29,drake peak,spotify:track:11L064movtyopGdLiX4sVg
,236614.0,True,,"Drake, Quavo, Travis Scott",,Portland,16,,2017-03-18,drake portland,spotify:track:2bjwRfXMk4uRgOD9IBYl9h
,207306.0,True,,Drake,,Ratchet Happy Birthday,1,,2018-06-29,drake ratchet happy birthday,spotify:track:4SUwJA3eUVNHExxMPEUhQe
,307593.0,True,,"Drake, 2 Chainz, Young Thug",,Sacrifices,3,,2017-03-18,drake sacrifices,spotify:track:0xl1w2q4VLojeXp4JfazPL
,216333.0,True,,Drake,,Sandra’s Rose,1,,2018-06-29,drake sandra's rose,spotify:track:6cblRiEGDRNZgowcm951R3
,234373.0,False,,Drake,,Signs,6,,2017-06-23,drake signs,spotify:track:6Na5uKk5SsqZimk0hAWo8y
,368035.0,False,,"Drake, PARTYNEXTDOOR",,Since Way Back,1,,2017-03-18,drake since way back,spotify:track:5JUu0unA8VwhTZ9LkMWUVI
,143213.0,True,,Drake,,Skepta Interlude,1,,2017-03-18,drake skepta interlude,spotify:track:2dfqS3MRtbLZSZA1IL8xY5
,247893.0,False,,Drake,,Summer Games,1,,2018-06-29,drake summer games,spotify:track:4HG1YiGBseVKzjyKcmAJen
,136186.0,True,,Drake,,Survival,1,,2018-06-29,drake survival,spotify:track:2yg9UN4eo5eMVJ7OB4RWj3
,223240.0,True,,"Drake, JAY Z",,Talk Up (feat. Jay-Z),1,,2018-06-29,drake talk up,spotify:track:4ksuI04WMvUnJbHQjgs3L5
,219692.0,True,,Drake,,Teenage Fever,4,,2017-03-18,drake teenage fever,spotify:track:6n3HGiq4v35D6eFOSwqYuo
,157605.0,True,,Drake,,That’s How You Feel,1,,2018-06-29,drake that's how you feel,spotify:track:41a7dZcq30Ss5kPMayWRV0
,217946.0,True,,Dua Lipa,,IDGAF,23,,2017-06-02,dua lipa idgaf,spotify:track:76cy1WJvNGJTj78UqeA5zr
,209320.0,False,,Dua Lipa,,New Rules,47,,2017-06-02,dua lipa new rules,spotify:track:2ekn2ttSfGqwhhate0LSR0
,194893.0,False,,Dustin Lynch,,Seein' Red,4,,2017-09-08,dustin lynch seein' red,spotify:track:7pxhKtuTwofDIdgHx2DcVK
,205733.0,False,,Dustin Lynch,,Small Town Boy,20,,2017-09-08,dustin lynch small town boy,spotify:track:2YMhrXQYKkm4kXLcXKKd5z
,163893.0,False,,Dwayne Johnson,,You're Welcome,5,,2016-11-18,dwayne johnson you're welcome,spotify:track:6U4VqEHy4n5VeiH4pQPL24
,197640.0,False,,Dylan Scott,,My Girl,20,,2017-08-04,dylan scott my girl,spotify:track:3izNaTiYdotdPL0Bs76JqO
,217840.0,False,,Easton Corbin,,A Girl Like You,1,,2017-01-27,easton corbin a girl like you,spotify:track:3AsNVBJ7LHsltdu9490ZiS
,191146.0,False,,Ed Sheeran,,Barcelona,1,,2017-03-03,ed sheeran barcelona,spotify:track:3Lfiu5sZ4M4B6JaKMBc0FU
,261153.0,False,,Ed Sheeran,,Castle on the Hill,30,,2017-03-03,ed sheeran castle on the hill,spotify:track:6PCUP3dWmTjcTtXY02oFdT
,238440.0,False,,Ed Sheeran,,Dive,2,,2017-03-03,ed sheeran dive,spotify:track:51ChrwmUPDJvedPQnIU8Ls
,227426.0,False,,Ed Sheeran,,Eraser,1,,2017-03-03,ed sheeran eraser,spotify:track:7oolFzHipTMg2nL7shhdz2
,170826.0,False,,Ed Sheeran,,Galway Girl,5,,2017-03-03,ed sheeran galway girl,spotify:track:0afhq8XCExXpqazXczTSve
,207520.0,False,,Ed Sheeran,,Happier,2,,2017-03-03,ed sheeran happier,spotify:track:2RttW7RAu5nOAfq6YFvApB
,248413.0,False,,Ed Sheeran,,Hearts Don't Break Around Here,1,,2017-03-03,ed sheeran hearts don't break around here,spotify:track:2dfHh7ECGxfNqZTQno09Vk
,280533.0,False,,Ed Sheeran,,How Would You Feel (Paean),2,,2017-03-03,ed sheeran how would you feel (paean),spotify:track:6PJ8FF6UR8FZXfEvpHkIVN
,189280.0,False,,Ed Sheeran,,New Man,1,,2017-03-03,ed sheeran new man,spotify:track:5HDPtsnyb3maFmPL8LLUTG
,263400.0,False,,Ed Sheeran,,Perfect,44,,2017-03-03,ed sheeran perfect,spotify:track:0tgVpDi06FyKpA1z0VMD4v
,233712.0,False,,Ed Sheeran,,Shape of You,55,,2017-03-03,ed sheeran shape of you,spotify:track:7qiZfU4dY1lWllzX7mPBI3
,221106.0,False,,Ed Sheeran,,Supermarket Flowers,1,,2017-03-03,ed sheeran supermarket flowers,spotify:track:4VuS959DSpr82t3qBqCrWG
,237333.0,False,,Ed Sheeran,,What Do I Know?,1,,2017-03-03,ed sheeran what do i know?,spotify:track:2pJZ1v8HezrAoZ0Fhzby92
,178366.0,False,,"Pitbull, El Chombo, Karol G, Cutty Ranks",,Dame Tu Cosita (feat. Cutty Ranks) - Radio Version,9,,2018-08-29,el chombo dame tu cosita,spotify:track:5BVMLKioofuSf51g1DKDP9
,256063.0,False,,Ella Mai,,Boo'd Up,14,,2017-02-22,ella mai boo'd up,spotify:track:0At2qAoaVjIwWNAqrscXli
,315346.0,True,,Eminem,,Believe,1,,2017-12-15,eminem believe,spotify:track:4iTyf5pLZMOR8YrEZgSopo
,221013.0,True,,"Eminem, Ed Sheeran",,River (feat. Ed Sheeran),12,,2017-12-15,eminem river,spotify:track:1cS0TgbR263ey9jn0MwD2s
,370133.0,True,,Eminem,,Untouchable,1,,2017-12-15,eminem untouchable,spotify:track:6IvespQWGW4USXwexlVKDm
,303640.0,True,,"Eminem, Beyoncé",,Walk On Water (feat. Beyoncé),4,,2017-12-15,eminem walk on water,spotify:track:7CcoUAtUcYhUfBsmtn0ajO
,228138.0,False,,"Enrique Iglesias, Bad Bunny",,EL BAÑO,1,,2018-01-12,enrique iglesias el bano,spotify:track:2vvdTrdryjsl8DmPIMDWZU
,208162.0,False,,"Enrique Iglesias, Descemer Bueno, Zion & Lennox",,SUBEME LA RADIO,9,,2017-02-24,enrique iglesias subeme la radio,spotify:track:7nKBxz47S9SD79N086fuhn
,199213.0,False,,Eric Church,,Kill A Word,8,,2015-11-11,eric church kill a word,spotify:track:0ipcmHor30Y8p6hCd8QUVq
,214626.0,False,,Eric Church,,Round Here Buzz,18,,2015-11-11,eric church round here buzz,spotify:track:52ioLaTnO2J7BWY8UN2n9D
,142000.0,True,,Famous Dex,,JAPAN,15,,2018-04-06,famous dex japan,spotify:track:5PTG6rrL6EPFD9E2QMI2pl
,191251.0,True,,"Famous Dex, A$AP Rocky",,PICK IT UP (feat. A$AP Rocky),19,,2017-10-20,famous dex pick it up,spotify:track:3ncgNpxLoBQ65ABk4djDyd
,237160.0,True,,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage, Rvssian",,Krippy Kush - Remix,5,,2017-11-21,"farruko, nicki minaj, bad bunny, 21 savage krippy kush",spotify:track:038kavjqUaGIYZL5lYocvX
,165200.0,False,,"Fifth Harmony, Gucci Mane",,Down,10,,2017-10-29,fifth harmony down,spotify:track:0XQHz5C8PknyrEhyrKxVKa
,193253.0,False,,Fitz and The Tantrums,,HandClap,2,,2017-07-24,fitz and the tantrums handclap,spotify:track:4qRaZYiaOsSvWC7VgcxrI0
,157164.0,False,,"Flo Rida, 99 Percent",,Cake - Challenge Version,6,,2016-12-16,flo rida cake,spotify:track:6t2ubAB4iSYOuIpRAOGd4t
,183413.0,False,,"Florida Georgia Line, Backstreet Boys",,"God, Your Mama, And Me",19,,2016-08-26,"florida georgia line god, your mama, and me",spotify:track:4VFE6ZNqa8jHAmbYICoAFg
,185200.0,False,,Florida Georgia Line,,Simple,5,,2019-02-15,florida georgia line simple,spotify:track:4L9Ds4mpD3SuYoWwFUlv16
,170200.0,False,,Florida Georgia Line,,Smooth,7,,2016-08-26,florida georgia line smooth,spotify:track:31x4wWBghN7f5PiEZUmcAW
,243146.0,False,,Foster The People,,Sit Next to Me,16,,2017-07-21,foster the people sit next to me,spotify:track:4BdGO1CaObRD4La9l5Zanz
,210285.0,True,,Frank Ocean,,Chanel,1,,2017-03-10,frank ocean chanel,spotify:track:6Nle9hKrkL1wQpwNfEkxjh
,226790.0,True,,"French Montana, The Weeknd, Max B",,A Lie,1,,2017-07-14,french montana a lie,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE
,233901.0,True,,"French Montana, Swae Lee",,Unforgettable,41,,2017-07-14,french montana unforgettable,spotify:track:3B54sVLJ402zGa6Xm4YGNe
,187748.0,True,,Future,,4 da Gang,1,,2017-10-20,future 4 da gang,spotify:track:3IJ6BBFLD2I2CH3hHFQj3O
,204960.0,True,,"Future, Young Thug",,All da Smoke,1,,2017-10-20,future all da smoke,spotify:track:1wWRtPIKD7ZNvtsrzLyTev
,254369.0,True,,"Future, The Weeknd",,Comin Out Strong,3,,2017-07-27,future comin out strong,spotify:track:1B87ZDrD3Pno9hS4stamWO
,225134.0,True,,Future,,Draco,8,,2017-06-30,future draco,spotify:track:4GkkxswcdEt1tkSyiRzgnC
,246173.0,True,,"Future, YG",,Extra Luv,1,,2017-06-30,future extra luv,spotify:track:1tlBuoIRrtqFs9bE9dmli5
,166693.0,True,,Future,,Feed Me Dope,1,,2017-10-20,future feed me dope,spotify:track:3lyeSiAIdLoZUHhV8psOTI
,204600.0,True,,Future,,Mask Off,31,,2017-06-30,future mask off,spotify:track:0VgkVdmE4gld66l8iyGjgx
,144142.0,True,,"Future, Young Thug",,No Cap,1,,2017-10-20,future no cap,spotify:track:06Gyf2pFDVmN5K8XAawG96
,189480.0,True,,"Future, Young Thug, Offset",,Patek Water,4,,2017-10-20,future patek water,spotify:track:7r6LNJT2LqpLpEyZQJPygt
,265366.0,True,,Future,,Rent Money,1,,2017-06-30,future rent money,spotify:track:5W9QCBJ6Em0XWX333YrNhc
,251422.0,True,,"Future, Rihanna",,Selfish,10,,2017-07-27,future selfish,spotify:track:6yHkPtl6UQ7RjtJLBPzbJw
,230129.0,True,,Future,,Super Trapper,1,,2017-06-30,future super trapper,spotify:track:4XaW4jIud5YxwV4QRJOb40
,262328.0,True,,"Lil Durk, Future",,Spin The Block (feat. Future),1,,2018-11-09,future three,spotify:track:6lCa8pjIU9n3nVI0r62EdM
,180520.0,True,,"Future, Drake",,Used to This,6,,2016-11-04,future used to this,spotify:track:3V8sM5OOG6YfDuDLa2IIYJ
,242933.0,True,,"Future, Nicki Minaj",,You Da Baddest,2,,2017-07-27,future you da baddest,spotify:track:4AFgK4wP1iD5i8BYaLr9Vf
,278429.0,True,,Future,,Zoom,1,,2017-06-30,future zoom,spotify:track:2IG6Te7JyvrtqhFeOF7le4
,225525.0,False,,"G-Eazy, Kehlani",,Good Life (with G-Eazy & Kehlani),5,,2017-03-16,g-eazy good life,spotify:track:1Eck97uRMlprKOOJN9oO1E
,268866.0,True,,"G-Eazy, Halsey",,Him & I (with Halsey),19,,2017-12-15,g-eazy him & i,spotify:track:5k38wzpLb15YgncyWdTZE4
,245386.0,True,,"G-Eazy, A$AP Rocky, Cardi B",,No Limit,28,,2017-09-07,g-eazy no limit,spotify:track:2Xqd0wUttjueBfdcltADOv
,222466.0,True,,"G-Eazy, Marc E. Bassy",,Some Kind Of Drug,3,,2015-12-04,g-eazy some kind of drug,spotify:track:1Bqxj0aH5KewYHKUg1IdrF
,250293.0,True,,G-Eazy,,The Plan,1,,2017-12-15,g-eazy the plan,spotify:track:7fOPVfABNLg3sxtgXBhBdp
,211570.0,False,,The Karaoke Studio,,Ask Me How I Know (In the Style of Garth Brooks) [Karaoke Vesion],7,,2017-12-17,garth brooks ask me how i know,spotify:track:55YVVetvm37z3oTHrdD5dV
,176702.0,True,,"GoldLink, Brent Faiyaz, Shy Glizzy",,Crew (feat. Brent Faiyaz & Shy Glizzy),21,,2017-03-24,goldlink crew,spotify:track:15EPc80XuFrb2LmOzGjuRg
,197933.0,False,,"Gorillaz, George Benson",,Humility (feat. George Benson),1,,2018-06-29,gorillaz humility,spotify:track:3NeiYiBn3rQBgurfVk92Zm
,170093.0,False,,Granger Smith,,If the Boot Fits,1,,2016-03-04,granger smith if the boot fits,spotify:track:1LZNdHSaGjV2S9q8BrZwnh
,190311.0,True,,"Gucci Mane, Drake",,Both (feat. Drake),16,,2016-12-16,gucci mane both,spotify:track:5tFep7dXGd7vEJ668wTPux
,161989.0,True,,"Gucci Mane, The Weeknd",,Curve (feat. The Weeknd),3,,2017-10-13,gucci mane curve,spotify:track:2yuyaYAELoMG4ApV5wJsWR
,233087.0,True,,"Gucci Mane, Migos",,I Get The Bag (feat. Migos),26,,2017-10-13,gucci mane i get the bag,spotify:track:1XRgIKC5TPwo7nWGyKqgG0
,300160.0,True,,"Gucci Mane, Nicki Minaj",,Make Love,1,,2017-10-13,gucci mane make love,spotify:track:2jIT1TfSIjVik7Qu1B6P5h
,209142.0,True,,"Gucci Mane, Offset",,Met Gala (feat. Offset),2,,2017-05-26,gucci mane met gala,spotify:track:2XaInsPPUkZRkY4uFJ3AHK
,316053.0,True,,"Gucci Mane, Slim Jxmmi, Young Dolph",,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),1,,2017-10-13,gucci mane stunting ain't nuthin,spotify:track:17DjWsC0G9YQtAiepG3c5v
,200133.0,False,,H.E.R.,,Focus,1,,2017-10-20,h.e.r. focus,spotify:track:3tZs3nVjySLbL320lP4mvs
,174800.0,False,,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt",,"Let Me Go (with Alesso, Florida Georgia Line & watt)",21,,2017-09-08,hailee steinfeld let me go,spotify:track:5Gu0PDLN4YJeW75PpBSg9p
,204400.0,False,,Hailee Steinfeld,,Most Girls,16,,2017-04-28,hailee steinfeld most girls,spotify:track:10GJQkjRJcZhGTLagFOC62
,181880.0,False,,"Hailee Steinfeld, Grey, Zedd",,Starving,3,,2016-07-22,hailee steinfeld starving,spotify:track:4Ce37cRWvM1vIGGynKcs22
,205660.0,False,,Halsey,,Alone,12,,2017-06-02,halsey alone,spotify:track:2Te14aSrBgFj1CE2sBBVMX
,181279.0,False,,Halsey,,Bad At Love,32,,2017-06-02,halsey bad at love,spotify:track:7y9iMe8SOB6z3NoHE2OfXl
,214801.0,False,,Halsey,,Now Or Never,20,,2017-06-02,halsey now or never,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8
,221205.0,False,,"Halsey, Lauren Jauregui",,Strangers,1,,2017-06-02,halsey strangers,spotify:track:11EDhDAVDtGPoSar6ootYA
,340706.0,False,,Harry Styles,,Sign of the Times,13,,2017-05-12,harry styles sign of the times,spotify:track:5Ohxk2dO5COHF1krpoPigN
,224866.0,False,,Harry Styles,,Sweet Creature,1,,2017-05-12,harry styles sweet creature,spotify:track:5kRPPEWFJIMox5qIkQkiz5
,213694.0,True,,Hey Violet,,Guys My Age,4,,2017-06-16,hey violet guys my age,spotify:track:0Xm8tw6qikotb8FAOZ2ks7
,180301.0,False,,High Valley,,She's With Me,8,,2016-11-18,high valley she's with me,spotify:track:2p2cCrOaNrIOLk5ArtlHy6
,302146.0,False,,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",,The Greatest Show,4,,2017-12-08,"hugh jackman, keala settle, zac efron, zendaya the greatest show",spotify:track:4ylWMuGbMXNDgDd8lErEle
,204346.0,False,,Imagine Dragons,,Believer,51,,2017-06-23,imagine dragons believer,spotify:track:0pqnGHJpmpxLKifKRmU6WP
,187146.0,False,,Imagine Dragons,,Thunder,51,,2017-06-23,imagine dragons thunder,spotify:track:1zB4vmk8tFRmM9UULNzbLB
,201240.0,False,,Imagine Dragons,,Whatever It Takes,23,,2017-06-23,imagine dragons whatever it takes,spotify:track:6Qn5zhYkTa37e91HC1D7lb
,189440.0,False,,"J Balvin, Willy William",,Mi Gente,29,,2017-06-30,j balvin mi gente,spotify:track:4ipnJyDU3Lq15qBAYNqlqK
,190176.0,True,,J. Cole,,1985 - Intro to “The Fall Off”,2,,2018-04-20,j. cole 1985 (intro to the fall off),spotify:track:7EulRO07ZgchxqKUHb8Pvc
,216726.0,True,,J. Cole,,ATM,5,,2018-04-20,j. cole atm,spotify:track:2UciqgwVDwro0fev3MFbxJ
,315771.0,True,,J. Cole,,BRACKETS,1,,2018-04-20,j. cole brackets,spotify:track:5sWbwccBcyHsg5LEKWGZo9
,264746.0,True,,J. Cole,,Deja Vu,13,,2016-12-09,j. cole deja vu,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ
,257646.0,True,,"J. Cole, kiLL edward",,FRIENDS (feat. kiLL edward),1,,2018-04-20,j. cole friends,spotify:track:6onwlDmIVKE8bBgyBRSuS0
,190176.0,True,,J. Cole,,1985 - Intro to “The Fall Off”,1,,2018-04-20,j. cole intro,spotify:track:7EulRO07ZgchxqKUHb8Pvc
,191436.0,True,,J. Cole,,KOD,11,,2018-04-20,j. cole kod,spotify:track:7yotKA30dwTKNEGomV9ZsI
,200309.0,True,,J. Cole,,Kevin’s Heart,5,,2018-04-20,j. cole kevin's heart,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ
,133921.0,True,,J. Cole,,Motiv8,2,,2018-04-20,j. cole motiv8,spotify:track:1AT4xjNarTswd0UZ5FlmKF
,197821.0,True,,J. Cole,,Once an Addict - Interlude,1,,2018-04-20,j. cole once an addict (interlude),spotify:track:0Px86mRlxdB3YqpK6KXWlr
,218953.0,True,,J. Cole,,Photograph,2,,2018-04-20,j. cole photograph,spotify:track:0bhnUFDQFCEHCBlsQfHnj5
,237295.0,True,,"J. Cole, kiLL edward",,The Cut Off (feat. kiLL edward),1,,2018-04-20,j. cole the cut off,spotify:track:3rFF7kSm5qBOOPs6ljFgPp
,286729.0,True,,J. Cole,,Window Pain - Outro,1,,2018-04-20,j. cole window pain (outro),spotify:track:5Lgqu1th1KqlG97OF2gWGe
,298012.0,False,,Karaoke Station,,4:44 (Karaoke Version) (Originally Performed by JAY-Z),2,,2017-08-16,jay-z 4:44,spotify:track:1g2rFNzFQO2kj7SuDRCAvf
,119067.0,False,,DailyHeatChecc,,Jay Z Bam (Instrumental),1,,2018-01-26,jay-z bam,spotify:track:1V6CqDyFSx6iMbvqi09xO3
,278800.0,True,,"Kendrick Lamar, JAY Z",,"Bitch, Don’t Kill My Vibe - Remix",1,,2012,jay-z kill jay z,spotify:track:7ALEBJ8LOQqXVJ2tqnXtoH
,237134.0,False,,Karaoke Station,,The Story of O.J. (Karaoke Version) (Originally Performed by Jay-Z),3,,2017-08-02,jay-z the story of o.j.,spotify:track:016wHHFlmCssVY2bOkS0ev
,236146.0,True,,Jacquees,,B.E.D.,13,,2018-09-07,jacquees b.e.d.,spotify:track:1B6TmCvKjC4dopBohVW51x
,188013.0,False,,Jake Owen,,I Was Jack (You Were Diane),6,,2019-03-29,jake owen i was jack (you were diane),spotify:track:3dlCF1mzW1UKMOb4b1XN17
,217678.0,True,,"Jake Paul, Team 10",,It's Everyday Bro,2,,2017-05-30,jake paul it's everyday bro,spotify:track:4l62h4tiuUwn7eD6hxMlVQ
,248006.0,False,,2017 Canz Duo,,Jerika (Tribute to Jake Paul),1,,2017-07-24,jake paul jerika,spotify:track:6ZxjRoKGEOQAx27GfMKJIs
,211466.0,False,,James Arthur,,Say You Won't Let Go,38,,2016-10-28,james arthur say you won't let go,spotify:track:5uCax9HTNlzGybIStD3vDh
,194230.0,True,,Janelle Monáe,,Make Me Feel,1,,2018-04-27,janelle monae make me feel,spotify:track:5gW5dSy3vXJxgzma4rQuzH
,203293.0,False,,Jason Aldean,,Any Ol' Barstool,17,,2016-09-09,jason aldean any ol' barstool,spotify:track:4T5Z4mbTe7kuGqgLpaRtTh
,202066.0,False,,"Jason Aldean, Miranda Lambert",,Drowns The Whiskey (feat. Miranda Lambert),3,,2018-04-13,jason aldean drowns the whiskey,spotify:track:2dwoqUYTy6SOy1dFqcTndC
